type	first_word	first_word_lemma	first_word_id	second_word	second_word_lemma	second_word_id	full_mwe	full_mwe_lemma	sentence
VERB+NOUN	otrzymać	otrzymać	26	zwrot	zwrot	27	otrzymać zwrot	otrzymać zwrot	Pracodawca , który przez co najmniej cztery i pół roku zatrudni osoby niepełnosprawne , zarejestrowane jako bezrobotne w Powiatowym Urzędzie Pracy lub poszukujące pracy , może otrzymać zwrot kosztów do wysokości 30-krotnego przeciętnego miesięcznego wynagrodzenia z tytułu organizacji nowych stanowisk pracy .
VERB+PRON	zdarzają	zdarzać	17	się	się	18	zdarzają się	zdarzać się	Z ostatnich wyliczeń MPEC wynikało , że straty sięgają co najmniej 20 proc . i znacznie częściej zdarzają się awarie .
NOUN+VERB	zeznania	zeznanie	3	składali	składać	4	zeznania składali	zeznanie składać	Na wczorajszej rozprawie zeznania składali kolejni świadkowie w procesie , który niedawno został rozpoczęty ponownie .
VERB+PRON	prezentuje	prezentować	6	się	się	7	prezentuje się	prezentować się	Stwierdziła z zadowoleniem , że całość prezentuje się bardzo wiarygodnie , zwłaszcza w przyćmionym świetle .
VERB+PRON	zastanowić	zastanowić	16	się	się	17	zastanowić się	zastanowić się	"Jednakże zgodnie z rzymską zasadą "" cokolwiek czynisz , czyń roztropnie i wyglądaj końca "" wypada zastanowić się nad ogólnymi i być może słabo postrzeganymi skutkami tej jakże atrakcyjnej propozycji ."
VERB+PRON	zastanawiał	zastanawiać	1	się	się	2	zastanawiał się	zastanawiać się	Heinz zastanawiał się , kiedy ostatni raz słyszał podobny entuzjazm w głosie syna .
ADJ+NOUN	budzących	budzić	15	szacunek	szacunek	16	budzących szacunek	budzić szacunek	Otóż Clintonowi nigdy nie zarzucono , że ma brata przyrodniego , którego niepodobna zaliczyć do budzących szacunek obywateli .
VERB+PRON	zajmuje	zajmować	7	się	się	8	zajmuje się	zajmować się	"Najpierw w rosyjskim więzieniu , kiedy Wieniawa zajmuje się puszczaniem baniek mydlanych , ku zdumieniu współwięźniów ( "" dopóki nie spostrzegli się , że te kule eteryczne i kolorowe w szarzyznę więzienną szmuglowały zaczarowany świat bajek i poezji "" ) ."
VERB+PRON	spostrzegli	spostrzec	20	się	się	21	spostrzegli się	spostrzec się	"Najpierw w rosyjskim więzieniu , kiedy Wieniawa zajmuje się puszczaniem baniek mydlanych , ku zdumieniu współwięźniów ( "" dopóki nie spostrzegli się , że te kule eteryczne i kolorowe w szarzyznę więzienną szmuglowały zaczarowany świat bajek i poezji "" ) ."
NOUN+ADP	Oddanie	oddać	0	do	do	1	Oddanie do	oddać do	Oddanie do użytku domków w Połańcu w październiku 1997 r . było wyjątkowo uroczyste .
VERB+PRON	zajmowali	zajmować	4	się	się	5	zajmowali się	zajmować się	Oprócz słuchania Steczkowskiej delegaci zajmowali się dyskusją o strajku generalnym .
NOUN+ADJ	porozumieniem	porozumienie	2	zawartym	zawrzeć	3	porozumieniem zawartym	porozumienie zawrzeć	Zgodnie z porozumieniem zawartym z Unią Europejską , dyplomaci mają miesiąc na uprzątnięcie i opuszczenie swoich rezydencji w Drozdach .
VERB+PRON	zwrócił	zwrócić	5	się	się	6	zwrócił się	zwrócić się	Powiedział , że ZUS nie zwrócił się z ofertą do sprzedawców najdroższych marek samochodów .
ADJ+NOUN	wywołujące	wywoływać	10	choroby	choroba	11	wywołujące choroby	wywoływać choroba	W 1982 r . ogłosił , że zidentyfikował zaraźliwe białko wywołujące choroby centralnego układu nerwowego .
VERB+PRON	zajmować	zajmować	30	się	się	31	zajmować się	zajmować się	Najciekawszym wątkiem piątkowej rozprawy lustracyjnej posła SLD Tadeusza Matyjka były rewelacje Tadeusza Fredro - Bonieckiego o tym , że Grzegorz Piotrowski , uczestnik zabójstwa ks . Jerzego Popiełuszki , mógł zajmować się opiniowaniem paszportów osobom związanym z inwigilującym Kościół IV departamentem MSW .
VERB+PRON	zachować	zachować	6	się	się	7	zachować się	zachować się	Korzystając z okazji przypominamy , jak zachować się w kontaktach z pracownikami instytucji pomocy społecznej .
ADJ+ADP	odpowiadający	odpowiadać	4	przed	przed	5	odpowiadający przed	odpowiadać przed	Według aktu oskarżenia , odpowiadający przed szczecińskim sądem obywatele Niemiec tworzyli fikcyjne spółki , w których nominalnie mieli 49 proc . udziałów , a Polacy - 51 proc .
VERB+NOUN	ulegają	ulegać	26	zamazaniu	zamazać	27	ulegają zamazaniu	ulegać zamazać	"Rozgraniczenie tego , co "" moje "" i "" czyjeś "" , pomaga przejrzyście określić kompetencje i obszary odpowiedzialności , które w systemie własności publicznej nieuchronnie ulegają zamazaniu ."
NOUN+VERB	pomysły	pomysł	5	ma	mieć	6	pomysły ma	pomysł mieć	Zdumiewające jak cudowne i znakomite pomysły ma człowiek prywatny , jakim promieniuje altruizmem , jak troszczy się o dobre imię swojej instytucji , gdy jeszcze przed chwilą tylko własne biurko miał na względzie .
VERB+PRON	troszczy	troszczyć	15	się	się	16	troszczy się	troszczyć się	Zdumiewające jak cudowne i znakomite pomysły ma człowiek prywatny , jakim promieniuje altruizmem , jak troszczy się o dobre imię swojej instytucji , gdy jeszcze przed chwilą tylko własne biurko miał na względzie .
VERB+ADP	miał	mieć	30	na	na	31	miał na	mieć na	Zdumiewające jak cudowne i znakomite pomysły ma człowiek prywatny , jakim promieniuje altruizmem , jak troszczy się o dobre imię swojej instytucji , gdy jeszcze przed chwilą tylko własne biurko miał na względzie .
NOUN+VERB	piorun	piorun	2	trzasł	trzasnąć	3	piorun trzasł	piorun trzasnąć	"Żeby ich piorun trzasł ! "" ."
VERB+NOUN	wykonujemy	wykonywać	6	zadań	zadanie	7	wykonujemy zadań	wykonywać zadanie	My takiej nie prowadzimy , nie wykonujemy zadań publicznych dla zysku , ale dla dobra mieszkańców .
VERB+PRON	okazała	okazać	6	się	się	7	okazała się	okazać się	Druga część obchodów święta wojska polskiego okazała się prawdziwym rajem dla mężczyzn , małych i dużych !
VERB+PRON	udało	udać	6	się	się	7	udało się	udać się	Indyjskim mechanikom przysłanym z Delhi nie udało się uruchomić silnika pomocniczego porwanego samolotu indyjskich linii .
NOUN+NOUN	wydanie	wydać	5	decyzji	decyzja	6	wydanie decyzji	wydać decyzja	Kilkakrotnie wzrosnąć mają opłaty za wydanie decyzji o warunkach zabudowy , zatwierdzenie projektu budowlanego czy też pozwolenie na budowę .
ADP+NOUN	do	do	18	wniosku	wniosek	19	do wniosku	do wniosek	"Po przeczytaniu artykułu Małgorzaty Szejnert "" Bez miejsca "" ( "" Gazeta "" nr 288 ) doszedł em do wniosku , że autorka zbyt jednostronnie przedstawiła sprawę Galerii Foksal ."
VERB+PRON	udało	udać	4	się	się	5	udało się	udać się	Reżyserowi spektaklu Jerzemu Golińskiemu udało się wydobyć całą teatralną siłę dramatu bez naruszania tekstu Zapolskiej .
VERB+PRON	okazała	okazać	1	się	się	2	okazała się	okazać się	Piwnica okazała się głębsza , niż sądziłem sądził em - nigdy nie zaglądałem zaglądał em tu wcześniej - dopiero po trzech zakrętach znalazłem znalazł em się w rozległym pomieszczeniu , przedzielonym kilkoma szeregami grubych kolumn .
PRON+VERB	się	się	17	robi	robić	18	się robi	się robić	Tadzio nagle usiadł , zgarnął wypłowiałe włosy i wypalił : - Faktycznie powiedz mi , co to się robi na tym świecie ?
VERB+NOUN	prowadzi	prowadzić	4	wykłady	wykład	5	prowadzi wykłady	prowadzić wykład	Od 1992 r . prowadzi wykłady z historii Europy Wschodniej dla studentów historii oraz proseminarium i seminarium magisterskie , a także wykłady z historii Rosji dla studentów filologii rosyjskiej .
VERB+PRON	okazała	okazać	26	się	się	27	okazała się	okazać się	W Warszawie trzech absolwentów PWST - Adam Krawczuk , Rafał Rutkowski i Maciej Wierzbicki - nie czekając na iluzoryczne angaże założyło własną grupę Montownia , która okazała się rewelacją sezonu .
VERB+PRON	domagając	domagać	16	się	się	17	domagając się	domagać się	Z oficjalnym żądaniem wobec MKOl , złożonym na piśmie , wystąpił Narodowy Komitet Olimpijski KRLD , domagając się od naczelnej władzy sportowej rewizji listy triumfatorów olimpijskich .
NOUN+NOUN	popełnieniu	popełnić	14	przestępstwa	przestępstwo	15	popełnieniu przestępstwa	popełnić przestępstwo	Gdyby przypuszczenia się potwierdziły , w przyszłym tygodniu zostaną złożone w prokuraturze zawiadomienia o popełnieniu przestępstwa - zapowiedział Dorn .
ADJ+PRON	brzydząca	brzydzić	10	się	się	11	brzydząca się	brzydzić się	Kobieta przez wieki tłamszona , przygniatana na sto sposobów , brzydząca się przemocą i ulegająca jej , gwałcona , molestowana i poniżana w swej kobiecości i człowieczeństwie , wyuczona fałszu , manipulująca sobą , kobietami i mężczyznami , by przetrwać , wreszcie ma szansę otrząsnąć się z plwocin , jakie do niej przylgnęły przez wieki , może nie pozwalać na poklepywanie się po tyłku i podszczypywanie , będzie umiała się obronić przed brutalami i zyska wolny wybór stylu życia .
VERB+NOUN	ma	mieć	42	szansę	szansa	43	ma szansę	mieć szansa	Kobieta przez wieki tłamszona , przygniatana na sto sposobów , brzydząca się przemocą i ulegająca jej , gwałcona , molestowana i poniżana w swej kobiecości i człowieczeństwie , wyuczona fałszu , manipulująca sobą , kobietami i mężczyznami , by przetrwać , wreszcie ma szansę otrząsnąć się z plwocin , jakie do niej przylgnęły przez wieki , może nie pozwalać na poklepywanie się po tyłku i podszczypywanie , będzie umiała się obronić przed brutalami i zyska wolny wybór stylu życia .
VERB+PRON	otrząsnąć	otrząsnąć	44	się	się	45	otrząsnąć się	otrząsnąć się	Kobieta przez wieki tłamszona , przygniatana na sto sposobów , brzydząca się przemocą i ulegająca jej , gwałcona , molestowana i poniżana w swej kobiecości i człowieczeństwie , wyuczona fałszu , manipulująca sobą , kobietami i mężczyznami , by przetrwać , wreszcie ma szansę otrząsnąć się z plwocin , jakie do niej przylgnęły przez wieki , może nie pozwalać na poklepywanie się po tyłku i podszczypywanie , będzie umiała się obronić przed brutalami i zyska wolny wybór stylu życia .
VERB+PRON	okazało	okazać	9	się	się	10	okazało się	okazać się	Mówiono o nim jako o genialnym strategu , tymczasem okazało się , że to zwykły gracz niepotrafiący przewidzieć kolejnego ruchu .
VERB+PRON	odezwała	odezwać	6	się	się	7	odezwała się	odezwać się	- Niech się pali dalej - odezwała się po chwili .
PRON+VERB	się	się	10	wyrzygać	wyrzygać	11	się wyrzygać	się wyrzygać	Zaczynasz się dusić i myślisz tylko o tym , żeby się wyrzygać .
VERB+PRON	rozeszło	rozejść	8	się	się	9	rozeszło się	rozejść się	Hrabia twierdzi , że w ciągu półtorej godziny rozeszło się 15 tysięcy ulotek .
VERB+PRON	działo	dziać	7	się	się	8	działo się	dziać się	Ale kto tak naprawdę wie , co działo się później w czasie przesłuchań ?
VERB+PRON	stajecie	stawać	11	się	się	12	stajecie się	stawać się	Kiedy wychodzicie z łóżka , jak za dotknięciem czarodziejskiej różdżki znowu stajecie się kumplami : przez drzwi przepchnie się pierwszy ten , kto ma lepszy refleks , na górskiej wycieczce plecak , śpiwór i karimatę niesiesz sama , bo to wyrabia mięśnie , dla lepszego treningu on dociąża cię jeszcze pięcioma butelkami piwa .
ADP+NOUN	na	na	3	duchu	duch	4	na duchu	na duch	Pokrzepiła mnie tym na duchu .
ADP+NOUN	na	na	12	prostą	prosta	13	na prostą	na prosta	Chcą pieniędzy w momencie , gdy właśnie radykalne oszczędności mogą wyprowadzić zakład na prostą .
VERB+NOUN	spowoduje	spowodować	30	podział	podział	31	spowoduje podział	spowodować podział	"Zdolność UE do przyjmowania nowych kandydatów osiągnęła swe granice - twierdzi Elmar Brok i ostrzega , że dalsze "" automatyczne "" poszerzanie Unii o kolejne kraje doprowadzi do kryzysu i spowoduje podział we Wspólnocie na "" twardy trzon "" i resztę ."
NOUN+PROPN	akt	akt	6	oskarżenia	oskarżenie	7	akt oskarżenia	akt oskarżenie	We wtorek prokuratura skierowała do sądu akt oskarżenia przeciwko handlarzom .
VERB+NOUN	wzięły	wziąć	4	udział	udział	5	wzięły udział	wziąć udział	Większość Japonek , które wzięły udział w ankiecie na temat przemocy w domu , przyznało , że są bite przez mężów i to niestety tak dotkliwie , że trafiają do szpitala .
PRON+VERB	się	się	3	cieszyły	cieszyć	4	się cieszyły	się cieszyć	Nowe samochody będą się cieszyły chyba większym powodzeniem niż w ostatnich kilkunastu miesiącach , bowiem w kwietniu ( takie są przymiarki ) akcyzę na auta zastąpi nowy podatek samochodowy , który ma sprawić , by import starych i wysłużonych pojazdów z zagranicy nie był już tak opłacalny .
VERB+PRON	bawiła	bawić	15	się	się	16	bawiła się	bawić się	Matka po raz ostatni widziała dziecko ok . godz . 16 . 30 . dziewczynka bawiła się na podwórku przed blokiem .
PRON+VERB	się	się	11	szamotać	szamotać	12	się szamotać	się szamotać	Wtedy pomyślałem pomyślał em : zawsze sobie coś znajdzie , żeby się szamotać , nic go nie zmieni , nawet nie ma co próbować .
PART+VERB	nie	nie	20	ma	mieć	21	nie ma	nie mieć	Wtedy pomyślałem pomyślał em : zawsze sobie coś znajdzie , żeby się szamotać , nic go nie zmieni , nawet nie ma co próbować .
VERB+PRON	zwróciła	zwrócić	4	się	się	5	zwróciła się	zwrócić się	Marszałek Senatu Alicja Grześkowiak zwróciła się o wyjaśnienie tej sprawy do Trybunału Konstytucyjnego .
VERB+NOUN	ma	mieć	9	wyjście	wyjście	10	ma wyjście	mieć wyjście	Każdy , kto bez prosiaczka nie może żyć , ma wyjście - może kupić sobie kasetę VHS albo płytę DVD .
VERB+PRON	rozeszły	rozejść	2	się	się	3	rozeszły się	rozejść się	W Islamabadzie rozeszły się w minionym tygodniu pogłoski o możliwości ataku wojsk indyjskich lub nawet komandosów izraelskich w celu zniszczenia pakistańskich instalacji nuklearnych .
ADJ+NOUN	dokonujących	dokonywać	8	zakupów	zakup	9	dokonujących zakupów	dokonywać zakup	Przeciętnie od 30 do ponad 40 proc . dokonujących zakupów w sklepie , to klienci powracający , czyli tacy , którzy w ciągu roku przynajmniej pięć razy zakupili coś na tym samym stoisku , gdyż w asortymencie domu znajduje się głównie odzież , obuwie i kosmetyki .
VERB+PRON	znajduje	znajdować	38	się	się	39	znajduje się	znajdować się	Przeciętnie od 30 do ponad 40 proc . dokonujących zakupów w sklepie , to klienci powracający , czyli tacy , którzy w ciągu roku przynajmniej pięć razy zakupili coś na tym samym stoisku , gdyż w asortymencie domu znajduje się głównie odzież , obuwie i kosmetyki .
VERB+NOUN	wyrządził	wyrządzić	21	przysługę	przysługa	22	wyrządził przysługę	wyrządzić przysługa	Szacki sięgnął po otwarte akta sprawy i przeczytał : „ I pomyślałam pomyślała m sobie , że być może ktoś mu wyrządził przysługę , bo naprawdę nie ma chyba światów , gdzie panu Henrykowi mogłoby mogło by być gorzej niż tutaj ” .
VERB+ADP	klną	kląć	1	na	na	2	klną na	kląć na	Ludzie klną na czym świat stoi i zostawiają samochody na ulicy , blokując połowę jezdni .
PRON+NOUN	czym	co	3	świat	świat	4	czym świat	co świat	Ludzie klną na czym świat stoi i zostawiają samochody na ulicy , blokując połowę jezdni .
VERB+PRON	przyznaje	przyznawać	2	się	się	3	przyznaje się	przyznawać się	Oskarżony nie przyznaje się .
VERB+NOUN	ma	mieć	2	wpływ	wpływ	3	ma wpływ	mieć wpływ	Karma wypracowana ma wpływ na jakość i długość naszego życia , a jej ciężar energetyczny ( emocje negatywne są cięższe - pozytywne lżejsze ) w momencie śmierci ciała decyduje o piętrze Świata Nieprzejawionego , na którym dusza nasza będzie żyła do następnej inkarnacji .
NOUN+NOUN	uprawianiu	uprawiać	11	seksu	seks	12	uprawianiu seksu	uprawiać seks	Głośny ostatnio skandal , wywołany przez pewną parę , której w uprawianiu seksu nie przeszkadzało liczne towarzystwo zbulwersowanych pasażerów , zmuszonych do oglądania takiego widowiska oraz liczne raporty o podniebnych wyczynach gejów - nie były podobno dla Bransona inspiracją .
VERB+PRON	okaże	okazać	1	się	się	2	okaże się	okazać się	Wtedy okaże się , że do wielu instytucji nie ma już dostępu , bo zostały sprzedane .
VERB+PRON	zjawiają	zjawiać	6	się	się	7	zjawiają się	zjawiać się	Wśród ludzi wybranych na najwyższe urzędy zjawiają się bandyci , gangsterzy , szpiedzy .
VERB+NOUN	dawać	dawać	7	argumentów	argument	8	dawać argumentów	dawać argument	Nie chciał , jak twierdził , wrogowi dawać argumentów .
NOUN+PRON	podzielenia	podzielić	7	się	się	8	podzielenia się	podzielić się	Myślę , że następny krok w kierunku podzielenia się władzą i pieniędzmi jest nie tylko konieczny , ale będzie powszechnie aprobowany .
VERB+NOUN	poniósł	ponieść	1	śmierć	śmierć	2	poniósł śmierć	ponieść śmierć	Kierowca poniósł śmierć , a pięciu młodych pielgrzymów z Opola odniosło obrażenia ciała w wypadku , do którego doszło wczoraj po południu w Rogaszycach ( Wielkopolskie ) .
VERB+NOUN	odniosło	odnieść	10	obrażenia	obrażenie	11	odniosło obrażenia	odnieść obrażenie	Kierowca poniósł śmierć , a pięciu młodych pielgrzymów z Opola odniosło obrażenia ciała w wypadku , do którego doszło wczoraj po południu w Rogaszycach ( Wielkopolskie ) .
