type	first_word	second_word
NOUN+VERB	czas	powtarza
ADJ+NOUN	mała	grupa
NOUN+VERB	grupa	opływa
ADP+NOUN	w	luksusy
VERB+NOUN	deprawuje	ludzi
NOUN+VERB	Przewodniczący	skrytykował
VERB+NOUN	skrytykował	prezydenta
ADP+NOUN	za	zamiar
NOUN+NOUN	zamiar	zakupu
ADJ+NOUN	nowych	samochodów
ADP+NOUN	za	zamiar
NOUN+NOUN	zamiar	przyjęcia
ADP+NOUN	z	ustawą
VERB+NOUN	położyła	rękę
ADP+NOUN	na	ramieniu
NOUN+NOUN	Początek	przedstawienia
ADJ+NOUN	delikatny	moment
NOUN+NOUN	moment	wchodzenia
ADP+NOUN	w	fikcję
ADJ+NOUN	dłuższa	rozmowa
ADP+NOUN	nad	sensem
NOUN+NOUN	sensem	życia
NOUN+NOUN	słowa	ojca
ADJ+NOUN	pogodne	życie
ADJ+NOUN	uczciwe	życie
ADJ+NOUN	pogodnego	życia
ADP+NOUN	Ze	złością
NOUN+VERB	złością	obserwował
ADJ+NOUN	tyczkowatą	postać
ADJ+PRON	kiwającą	się
ADP+NOUN	przy	ramieniu
NOUN+NOUN	ramieniu	pompy
ADJ+NOUN	świąteczne	produkty
NOUN+NOUN	Minister	zdrowia
VERB+NOUN	naruszył	autorytet
ADJ+NOUN	całego	rządu
VERB+NOUN	oświadczył	premier
VERB+NOUN	ogłaszając	dymisję
ADJ+NOUN	kontrowersyjnego	ministra
ADP+NOUN	z	kolegami
ADP+NOUN	Na	pytanie
VERB+NOUN	wysyłał	dzieci
ADP+NOUN	na	koszt
NOUN+NOUN	koszt	państwa
ADJ+NOUN	ludzki	pochówek
NOUN+VERB	kobieta	szuka
ADJ+NOUN	Głównym	zadaniem
NOUN+NOUN	wspieranie	procesów
ADP+NOUN	na	moście
VERB+NOUN	płacze	ojciec
ADJ+NOUN	radosną	gotowością
ADP+NOUN	Do	wyjątków
NOUN+VERB	wyjątków	należą
ADJ+NOUN	wierszowane	kawały
ADP+NOUN	w	rodzaju
NOUN+NOUN	tysiąc	złotych
NOUN+VERB	weterynarz	przeprowadził
VERB+NOUN	przeprowadził	sekcję
NOUN+VERB	pies	padł
ADP+NOUN	z	powodu
ADJ+NOUN	wysokiej	temperatury
NOUN+ADJ	Jezioro	podpiętrzone
ADP+NOUN	w	wodę
NOUN+VERB	Pacjenci	muszą
VERB+NOUN	kontynuować	leczenie
ADP+NOUN	przez	rok
ADP+NOUN	w	grupie
NOUN+ADJ	grupie	pokuracyjnej
VERB+NOUN	wzburzyło	pracowników
ADJ+NOUN	opolskiej	rozgłośni
VERB+PRON	kończy	się
NOUN+ADJ	Władze	sanitarne
ADP+NOUN	o	zgłaszanie
NOUN+VERB	niedorzecznością	rezygnować
ADP+NOUN	za	powód
ADP+NOUN	do	satysfakcji
ADP+NOUN	pod	względem
NOUN+ADJ	względem	genetycznym
ADP+NOUN	z	użyciem
NOUN+NOUN	użyciem	markerów
NOUN+ADJ	markerów	molekularnych
NOUN+ADJ	typ	kojarzeniowy
ADP+NOUN	na	fungicydy
ADP+NOUN	o	porwaniu
NOUN+NOUN	porwaniu	dziecka
ADJ+NOUN	olsztyńskiej	komendzie
VERB+PRON	przypomniał	sobie
ADJ+NOUN	dawną	chełpliwość
ADJ+NOUN	kolejną	premierę
ADJ+NOUN	szalonych	krów
ADJ+NOUN	gąbczastego	zwyrodnienia
NOUN+NOUN	zwyrodnienia	mózgu
ADP+NOUN	o	możliwość
NOUN+NOUN	możliwość	wywołania
ADP+NOUN	u	ludzi
ADJ+NOUN	wysmażoną	jajecznicę
ADP+NOUN	z	pasją
NOUN+ADJ	Zioła	zawierające
ADJ+NOUN	zawierające	śluz
VERB+NOUN	łagodzą	kaszel
NOUN+ADJ	błony	śluzowe
ADJ+NOUN	górnych	dróg
NOUN+ADJ	dróg	oddechowych
NOUN+NOUN	prezes	oddziału
NOUN+ADJ	oddziału	rzeszowskiego
NOUN+NOUN	Związku	Sybiraków
NOUN+VERB	energia	objawia
VERB+PRON	objawia	się
ADJ+NOUN	Ostatnie	miesiące
NOUN+ADJ	kamień	pamiątkowy
ADJ+NOUN	partyjni	towarzysze
ADP+NOUN	przez	branżę
NOUN+ADJ	branżę	prasową
ADP+NOUN	za	tytuł
ADP+NOUN	dla	fanów
NOUN+NOUN	fanów	rocka
VERB+NOUN	posiadają	zapalniki
NOUN+VERB	Odpowiedź	przyniosą
ADJ+NOUN	najbliższe	tygodnie
NOUN+NOUN	weryfikacji	wartości
NOUN+VERB	słońce	opuszcza
VERB+PRON	opuszcza	się
ADP+NOUN	poniżej	horyzontu
ADJ+NOUN	północnej	części
NOUN+NOUN	części	nieba
VERB+PRON	dotyczy	to
ADP+NOUN	bliżej	zenitu
ADJ+NOUN	Buszmeński	szaman
NOUN+VERB	szaman	opisał
ADJ+NOUN	transowy	lot
ADP+NOUN	w	przestworzach
ADP+NOUN	przez	duchy
NOUN+NOUN	duchy	zwierząt
ADP+NOUN	ze	szpitala
ADJ+NOUN	zgodnej	opinii
NOUN+NOUN	opinii	sztabu
NOUN+ADJ	sztabu	szkoleniowego
ADP+NOUN	na	temat
VERB+NOUN	zaoszczędzić	energię
NOUN+ADJ	energię	elektryczną
ADP+NOUN	w	gospodarstwie
NOUN+ADJ	gospodarstwie	domowym
ADP+NOUN	w	razie
NOUN+NOUN	drzwi	kabiny
NOUN+NOUN	kabiny	pilota
VERB+PRON	otworzyły	się
NOUN+NOUN	Renowacja	postumentu
VERB+NOUN	Pokiwał	głową
ADJ+NOUN	ostatnim	ostrzeżeniem
VERB+NOUN	powiedział	ŻYCIU
NOUN+NOUN	członek	Komisji
NOUN+ADJ	Komisji	Krajowej
VERB+NOUN	pieczemy	pasztety
NOUN+ADJ	pasztety	makrobiotyczne
ADP+NOUN	za	radą
NOUN+NOUN	radą	ministra
NOUN+NOUN	ministra	infrastruktury
ADJ+NOUN	wspomnianym	17-latkom
NOUN+NOUN	prawa	jazdy
NOUN+VERB	listonosz	wrzucił
VERB+PRON	wrzucił	mnie
ADP+NOUN	za	karę
ADP+NOUN	do	basenu
ADP+NOUN	z	rakami
NOUN+VERB	garbus	wytarzał
VERB+PRON	wytarzał	mnie
ADP+NOUN	w	pokrzywach
ADJ+NOUN	starsza	pani
ADP+NOUN	od	płaszcza
VERB+PRON	obiła	mnie
VERB+NOUN	używając	modułu
NOUN+NOUN	modułu	Panelu
NOUN+NOUN	Panelu	Sterowania
VERB+NOUN	Usuń	programy
ADP+NOUN	o	komercjalizacji
NOUN+NOUN	prywatyzacji	przedsiębiorstw
NOUN+ADJ	przedsiębiorstw	państwowych
NOUN+ADJ	mieszkania	zakładowe
VERB+PRON	traktuje	się
NOUN+NOUN	fragment	części
NOUN+ADJ	części	produkcyjnej
NOUN+NOUN	procesem	komercjalizacji
NOUN+ADJ	mieszkania	zakładowe
ADP+NOUN	na	skutki
NOUN+ADJ	skutki	społeczne
ADJ+NOUN	elementarna	zasada
NOUN+NOUN	zasada	sprawiedliwości
ADJ+NOUN	zachowane	prawa
NOUN+NOUN	prawa	własności
ADJ+NOUN	cały	czas
NOUN+VERB	czas	obserwują
VERB+NOUN	obserwują	zawodników
ADJ+NOUN	podstawowej	szóstce
ADP+NOUN	W	ramach
ADJ+NOUN	promocyjnych	imprez
NOUN+ADJ	imprez	organizowanych
ADP+NOUN	przez	miasto
VERB+NOUN	podziwiać	górali
ADJ+NOUN	cały	weekend
NOUN+VERB	weekend	promowali
VERB+PRON	promowali	się
NOUN+ADJ	szkołę	średnią
ADP+NOUN	w	części
ADJ+NOUN	badanych	pigułek
NOUN+NOUN	pigułek	fenfluraminy
ADP+NOUN	w	leczeniu
NOUN+NOUN	leczeniu	anoreksji
ADJ+NOUN	ewentualnych	korzyści
ADP+NOUN	w	granicach
NOUN+NOUN	granicach	miasta
ADJ+NOUN	wybitny	znawca
NOUN+NOUN	znawca	problemów
NOUN+NOUN	problemów	harmonizowania
NOUN+NOUN	harmonizowania	prawa
NOUN+ADJ	prawa	irlandzkiego
NOUN+NOUN	mieszkańców	stolicy
ADJ+NOUN	Amerykański	dziennik
ADJ+NOUN	zasadniczy	postęp
ADP+NOUN	w	przezwyciężaniu
NOUN+NOUN	przezwyciężaniu	przeszłości
ADP+NOUN	w	utworze
NOUN+ADJ	utworze	czytanym
VERB+NOUN	jest	niedopowiedzeń
NOUN+ADJ	miejsc	niedookreślonych
NOUN+NOUN	wyobraźnia	odbiorcy
ADJ+NOUN	czytającego	dramat
ADJ+PRON	oglądającego	go
ADP+NOUN	w	teatrze
VERB+NOUN	dopełnia	tekst
NOUN+NOUN	wizja	reżysera
VERB+NOUN	nadszedł	czas
ADP+NOUN	nad	cywilizacją
VERB+PRON	wyzwolić	się
ADJ+NOUN	bezwładnego	ruchu
ADJ+NOUN	Nadgorliwi	ochroniarze
NOUN+VERB	ochroniarze	zobaczyli
ADJ+NOUN	skradzionych	rzeczy
VERB+NOUN	podnieśli	bluzkę
ADP+NOUN	o	kradzież
ADJ+NOUN	Inną	miarą
NOUN+NOUN	współczynnik	intensywności
NOUN+NOUN	intensywności	wymiany
NOUN+ADJ	wymiany	całkowitej
NOUN+NOUN	stosunek	odpływu
ADP+NOUN	do	objętości
NOUN+NOUN	objętości	wód
NOUN+NOUN	wód	jeziora
VERB+PRON	broniąc	się
ADJ+NOUN	dramatyczne	skutki
VERB+PRON	otworzyły	się
VERB+NOUN	było	zagrożenie
NOUN+NOUN	ratunkiem	człowieka
NOUN+VERB	wypadek	kazali
VERB+PRON	kazali	mu
ADP+NOUN	w	alkomat
ADP+NOUN	na	gotówkę
NOUN+ADJ	rada	wojenna
NOUN+ADJ	samoloty	przelatujące
ADJ+NOUN	czeczeńskie	lotnictwo
NOUN+VERB	Punkowcy	zamanifestowali
ADJ+NOUN	drugi	hak
NOUN+NOUN	hak	linki
NOUN+ADJ	linki	holowniczej
ADP+NOUN	do	samochodu
ADP+NOUN	na	wypowiedź
NOUN+NOUN	wypowiedź	adwersarza
ADP+NOUN	w	programie
NOUN+VERB	Legia	sprzedała
ADP+NOUN	za	kwotę
VERB+PRON	śpicie	sobie
NOUN+VERB	Krypton	cechują
ADJ+NOUN	podobne	właściwości
ADP+NOUN	w	rozdziale
ADJ+NOUN	Pierwszy	wybór
ADJ+NOUN	zastanemu	porządkowi
NOUN+NOUN	porządkowi	świata
ADP+NOUN	w	razie
NOUN+NOUN	odmowy	wypłaty
NOUN+NOUN	wypłaty	odszkodowania
VERB+NOUN	podać	ubezpieczyciela
ADP+NOUN	do	sądu
ADP+NOUN	w	razie
NOUN+NOUN	bankructwa	firmy
VERB+PRON	przysługują	mu
ADP+NOUN	z	Funduszu
NOUN+NOUN	Funduszu	Ochrony
NOUN+NOUN	Ochrony	Ubezpieczonych
NOUN+ADJ	słoń	wepchnięty
ADP+NOUN	w	środku
ADP+NOUN	za	ogon
VERB+NOUN	pisze	redakcja
VERB+NOUN	Naciśnij	klawisze
ADP+NOUN	na	ekranie
ADJ+NOUN	puste	matryce
ADP+NOUN	dla	litery
ADP+NOUN	w	powietrze
ADJ+NOUN	cała	aula
VERB+NOUN	przebił	sufit
ADJ+NOUN	radziecka	rakieta
ADP+NOUN	na	podbój
NOUN+NOUN	podbój	kosmosu
NOUN+VERB	Liście	kołysały
VERB+PRON	kołysały	się
ADP+NOUN	na	wietrze
NOUN+NOUN	gałęzie	drzew
ADP+NOUN	w	snach
ADP+NOUN	w	głowie
ADP+NOUN	do	okna
ADJ+NOUN	nowym	prawem
NOUN+ADJ	małżeństwa	gejowskie
NOUN+ADJ	pary	heteroseksualne
ADP+NOUN	o	adopcję
NOUN+NOUN	adopcję	dzieci
NOUN+ADJ	narodowości	holenderskiej
VERB+NOUN	uniknąć	konfliktów
ADJ+NOUN	zagranicznymi	organizacjami
NOUN+ADJ	organizacjami	adopcyjnymi
VERB+PRON	zbliżał	się
NOUN+NOUN	koniec	okresu
NOUN+VERB	profesor	przypominał
VERB+PRON	przypominał	sobie
VERB+PRON	odrzuć	wszystko
ADP+NOUN	dla	dowcipów
ADJ+NOUN	surowe	ryby
NOUN+ADJ	ryby	japońskie
ADJ+NOUN	azjatyckie	igranie
ADP+NOUN	z	ogniem
ADP+NOUN	na	podniebieniu
ADP+NOUN	pod	przykrywką
ADP+NOUN	w	tłuszczu
ADJ+NOUN	pozostałe	dotłuszczania
ADP+NOUN	w	wydaniach
NOUN+ADJ	wydaniach	francuskich
ADJ+NOUN	inne	nadużycia
ADJ+NOUN	narodowych	flag
VERB+PRON	Rzucał	się
ADP+NOUN	na	funkcjonariuszy
ADP+NOUN	z	kopytami
ADJ+NOUN	tylnych	nogach
VERB+NOUN	szczerzył	zęby
VERB+NOUN	toczył	ślinę
VERB+NOUN	buchał	parą
ADP+NOUN	z	pyska
NOUN+VERB	Młodzież	przywiezie
NOUN+NOUN	miejsca	zamieszkania
ADJ+NOUN	pierwszej	chrzcielnicy
NOUN+VERB	prezydenci	potwierdzili
ADJ+NOUN	znakomity	stan
NOUN+NOUN	stan	stosunków
NOUN+ADJ	stosunków	polsko
VERB+NOUN	wyrazili	przekonanie
ADP+NOUN	w	interesie
ADP+NOUN	Z	relacji
NOUN+NOUN	relacji	pracowników
NOUN+NOUN	pracowników	wydziału
NOUN+NOUN	wydziału	służby
NOUN+ADJ	służby	porządkowej
NOUN+NOUN	początek	tragedii
ADJ+NOUN	poprzedniego	dnia
NOUN+ADJ	woźni	stojący
ADJ+NOUN	głównym	wejściem
ADJ+NOUN	olbrzymią	chmarę
NOUN+NOUN	chmarę	ptaków
ADP+NOUN	od	dołu
VERB+PRON	poprawił	mnie
ADP+NOUN	w	orkiestrze
NOUN+ADJ	orkiestrze	dętej
ADP+NOUN	na	początek
ADP+NOUN	Po	odparciu
NOUN+NOUN	odparciu	ataku
VERB+NOUN	zawrócono	konwój
ADP+NOUN	do	bazy
NOUN+NOUN	Spotkanie	głowy
NOUN+NOUN	głowy	Kościoła
NOUN+ADJ	Kościoła	katolickiego
NOUN+NOUN	szefa	rządu
VERB+PRON	odbyło	się
ADP+NOUN	w	gmachu
NOUN+NOUN	gmachu	Kancelarii
NOUN+NOUN	Kancelarii	Prezesa
NOUN+NOUN	Prezesa	Rady
NOUN+NOUN	Rady	Ministrów
ADJ+NOUN	znaczną	część
VERB+PRON	wyrzynając	się
ADP+NOUN	Na	szczęście
VERB+PRON	zaaprobować	tego
NOUN+VERB	komuniści	milczeli
VERB+PRON	odbywały	się
ADJ+NOUN	straszne	zbrodnie
ADP+NOUN	w	majestacie
NOUN+NOUN	majestacie	prawa
ADP+NOUN	od	procesów
NOUN+ADJ	procesów	moskiewskich
ADJ+NOUN	1937	roku
NOUN+NOUN	kwestia	otwarcia
ADP+NOUN	na	ludzi
ADP+NOUN	Na	paznokciach
NOUN+NOUN	resztki	lakieru
VERB+NOUN	przedstawią	dowody
NOUN+ADJ	dowody	wskazujące
ADP+NOUN	na	odpowiedzialnego
ADP+NOUN	za	ataki
NOUN+ADJ	ataki	terrorystyczne
VERB+NOUN	stanowić	uzasadnienie
NOUN+NOUN	uzasadnienie	akcji
NOUN+ADJ	akcji	militarnej
VERB+PRON	groziła	jej
NOUN+NOUN	Komisja	sędziego
ADP+NOUN	do	pracy
ADJ+NOUN	najstarszą	córką
NOUN+VERB	córką	łączyły
VERB+PRON	łączyły	się
ADJ+NOUN	lepsze	widoki
ADP+NOUN	na	tron
ADP+NOUN	W	umowie
NOUN+ADJ	umowie	koalicyjnej
ADP+NOUN	w	sprawach
NOUN+ADJ	sprawach	ideowych
VERB+NOUN	ma	obowiązku
NOUN+NOUN	obowiązku	jednomyślności
NOUN+NOUN	Zdaniem	szefów
ADJ+NOUN	Polskiej	Rady
NOUN+NOUN	Rady	Biznesu
NOUN+NOUN	wprowadzenie	podatku
NOUN+ADJ	podatku	liniowego
ADP+NOUN	na	poziomie
ADJ+NOUN	jednoczesnym	zniesieniu
NOUN+ADJ	system	podatkowy
ADJ+NOUN	całe	lato
NOUN+ADJ	kształt	uświęcony
ADP+NOUN	od	wieków
ADP+NOUN	w	kieracie
ADJ+NOUN	prozaicznych	zajęć
ADP+NOUN	wśród	ludzi
NOUN+ADJ	ludzi	zajętych
NOUN+NOUN	sprawami	chleba
NOUN+ADJ	chleba	powszedniego
VERB+PRON	brak	mu
ADJ+NOUN	poważne	tematy
ADP+NOUN	o	pracę
ADJ+NOUN	Wysoka	Izba
NOUN+VERB	Izba	zaproponują
ADJ+NOUN	lepsze	rozwiązania
NOUN+NOUN	minister	finansów
NOUN+NOUN	rząd	pana
NOUN+NOUN	pana	premiera
ADP+NOUN	z	pewnością
ADJ+NOUN	gorsze	rozwiązania
ADP+NOUN	W	ciągu
NOUN+ADJ	liczba	studiujących
VERB+PRON	podwoiła	się
ADJ+NOUN	kameralne	placówki
NOUN+ADJ	placówki	akademickie
VERB+PRON	zmieniła	się
NOUN+ADJ	oczekiwania	studiujących
ADP+NOUN	na	pana
ADP+NOUN	w	biurze
ADJ+NOUN	najbliższy	poniedziałek
NOUN+VERB	dziecko	ma
ADJ+NOUN	niezasklepiony	mostek
ADP+NOUN	do	zoperowania
ADP+NOUN	W	końcu
NOUN+NOUN	końcu	marca
VERB+PRON	odbyła	się
ADJ+NOUN	tajna	narada
NOUN+NOUN	narada	przywódców
NOUN+NOUN	przywódców	ugrupowań
NOUN+ADJ	ugrupowań	terrorystycznych
ADJ+NOUN	amerykańska	sieć
ADP+NOUN	na	informacje
ADP+NOUN	z	kół
NOUN+NOUN	kół	wywiadu
NOUN+VERB	Jogurt	produkuje
VERB+PRON	produkuje	się
ADJ+NOUN	kosztownych	liniach
NOUN+ADJ	liniach	technologicznych
NOUN+VERB	produkt	wyrabiamy
ADJ+NOUN	własnym	sumptem
ADJ+NOUN	inną	metodą
VERB+NOUN	informuje	wiceprezes
ADP+NOUN	dzięki	ustawie
VERB+NOUN	uchwalił	Sejm
ADJ+NOUN	poprzedniej	kadencji
NOUN+NOUN	Początek	seansu
NOUN+ADJ	polityka	dotycząca
ADJ+NOUN	dotycząca	własności
NOUN+ADJ	własności	intelektualnej
ADJ+NOUN	pierwszym	rzędzie
NOUN+VERB	rzędzie	uznawać
VERB+NOUN	uznawać	wiedzę
ADP+NOUN	za	dobro
NOUN+ADJ	dobro	publiczne
ADJ+NOUN	drugim	miejscu
VERB+PRON	rozpatrywać	ją
ADP+NOUN	pod	kątem
NOUN+ADJ	majątku	osobistego
ADJ+NOUN	rozciętą	głową
NOUN+NOUN	wstrząśnieniem	mózgu
ADP+NOUN	do	szpitala
ADJ+NOUN	byłych	kobiet
NOUN+NOUN	właścicielami	gospodarstwa
NOUN+ADJ	gospodarstwa	rolnego
ADJ+NOUN	dawnych	właścicieli
ADP+NOUN	Z	klatki
NOUN+VERB	klatki	wyszedł
VERB+NOUN	wyszedł	sąsiad
ADJ+NOUN	pijackim	amoku
NOUN+VERB	amoku	rzucił
VERB+PRON	rzucił	się
ADP+NOUN	z	siekierą
NOUN+ADJ	Inwestorzy	zagraniczni
VERB+NOUN	wpłacić	pieniądze
ADP+NOUN	z	góry
ADP+NOUN	w	nadziei
NOUN+ADJ	biuro	maklerskie
ADP+NOUN	ze	zobowiązania
NOUN+NOUN	Skutki	awarii
NOUN+ADJ	szpital	kolejowy
ADJ+NOUN	Ulewne	deszcze
NOUN+VERB	deszcze	nawiedziły
VERB+PRON	zamieniam	się
ADP+NOUN	w	końcu
VERB+NOUN	jest	okazja
VERB+PRON	przyprowadzi	mu
ADJ+NOUN	obiecaną	husarię
NOUN+ADJ	nimfomanki	traktowane
ADJ+NOUN	nieszkodliwe	wariatki
ADP+NOUN	w	przedpokoju
NOUN+VERB	Blondynka	popatrzyła
ADP+NOUN	na	tancerzy
ADP+NOUN	przy	bufecie
ADP+NOUN	z	właścicielem
NOUN+NOUN	właścicielem	knajpy
VERB+NOUN	dokupywać	jednostki
NOUN+NOUN	jednostki	krwi
ADJ+NOUN	innych	województw
VERB+NOUN	wybierajmy	produkty
NOUN+ADJ	podstawie	możliwy
NOUN+NOUN	odbiór	nagrody
ADP+NOUN	przez	zwycięzce
NOUN+NOUN	zwycięzce	konkursu
VERB+NOUN	znajdzie	miejsce
ADP+NOUN	na	zbiory
ADP+NOUN	do	dziś
NOUN+VERB	sugestia	pozostaje
NOUN+VERB	Udział	zgłosiło
ADP+NOUN	za	abonament
ADJ+NOUN	Dobry	wieczór
ADP+NOUN	Z	nazwą
NOUN+NOUN	nazwą	miejscowości
ADJ+NOUN	pobliska	przełęcz
ADP+NOUN	między	dorzeczami
ADP+NOUN	przez	przewodnika
ADJ+NOUN	obcym	mieście
VERB+NOUN	proszę	państwa
ADJ+NOUN	najpiękniejsze	więzienie
VERB+PRON	brakuje	mi
ADP+NOUN	z	naturą
ADJ+NOUN	pierwsze	pączki
ADP+NOUN	na	drzewach
ADJ+NOUN	innych	rzeczy
VERB+PRON	zachwycały	mnie
VERB+NOUN	przekartkować	dzieła
ADJ+NOUN	Czysta	wariatka
ADJ+NOUN	czynna	jednostka
NOUN+ADJ	jednostka	uderzeniowa
VERB+NOUN	Życzę	powodzenia
VERB+NOUN	ma	kłopotu
ADJ+NOUN	wyższy	wzrost
NOUN+ADJ	wzrost	gospodarczy
ADP+NOUN	z	podatków
ADP+NOUN	w	domu
NOUN+ADJ	domu	mieszkalnym
NOUN+NOUN	wynikiem	ataku
NOUN+ADJ	ataku	kryminalnego
ADP+NOUN	z	falą
NOUN+NOUN	falą	zamachów
ADP+NOUN	od	końca
NOUN+NOUN	końca	sierpnia
ADP+NOUN	w	piątek
ADJ+NOUN	petersburska	milicja
ADP+NOUN	przez	Delegaturę
NOUN+NOUN	Delegaturę	Rządu
NOUN+NOUN	Większość	wpływów
NOUN+NOUN	wpływów	banku
ADP+NOUN	z	kredytów
NOUN+ADJ	Milioner	startujący
ADP+NOUN	w	wyborach
VERB+PRON	zdobył	go
ADJ+NOUN	wytężoną	pracą
NOUN+ADJ	pomocy	boskiej
NOUN+VERB	Człowiek	wraca
ADJ+NOUN	poprzedniej	wagi
ADJ+NOUN	dzisiejsze	gry
ADP+NOUN	do	twierdzenia
ADJ+NOUN	antykomunistycznym	podziemiu
VERB+NOUN	stanęła	kwestia
NOUN+NOUN	kwestia	przekazania
ADJ+NOUN	zawarty	związek
VERB+PRON	znaczy	nic
ADP+NOUN	dla	partnera
VERB+NOUN	miał	zaufanie
ADJ+NOUN	żywe	oczy
ADP+NOUN	za	plecami
VERB+NOUN	dotrzymał	układu
VERB+PRON	ma	nic
NOUN+NOUN	posiadanie	stronnika
NOUN+NOUN	świecie	obcym
ADP+NOUN	pomiędzy	obcymi
VERB+PRON	Robi	się
ADJ+NOUN	australijskiego	koncernu
VERB+NOUN	wyraził	przekonanie
NOUN+NOUN	przyczyną	zatrucia
NOUN+NOUN	zatrucia	wód
ADP+NOUN	w	brydża
ADP+NOUN	o	zagospodarowania
NOUN+ADJ	zagospodarowania	przestrzennym
ADP+NOUN	wokół	jeziora
ADJ+NOUN	rekreacyjnym	wykorzystaniu
ADJ+NOUN	niezawodnym	mordercą
NOUN+NOUN	mordercą	liter
VERB+NOUN	zebrać	słomę
ADP+NOUN	na	jesieni
ADP+NOUN	na	myśl
ADP+NOUN	w	miejscu
NOUN+ADJ	Mody	Polskiej
ADP+NOUN	przy	placu
NOUN+ADJ	placu	Centralnym
VERB+NOUN	jest	szmateks
ADP+NOUN	w	kwestii
NOUN+NOUN	postrzelenia	kobiety
VERB+NOUN	wstawię	dwóję
ADP+NOUN	na	okres
ADJ+NOUN	drżącym	głosem
ADP+NOUN	W	styczniu
NOUN+VERB	styczniu	przyszedł
VERB+NOUN	przyszedł	front
VERB+NOUN	Rozpakował	rzeczy
NOUN+VERB	tatuś	poszedł
ADJ+NOUN	Wysokie	Góry
ADP+NOUN	w	kredensie
ADP+NOUN	po	podwieczorku
ADJ+NOUN	polskim	prezydentem
ADJ+NOUN	pierwsze	testy
NOUN+VERB	testy	wykazały
NOUN+VERB	aparatura	przegrzewa
VERB+PRON	przegrzewa	się
ADP+NOUN	na	przykład
ADP+NOUN	do	Wspólnoty
NOUN+ADJ	Wspólnoty	Europejskiej
ADP+NOUN	o	fundusze
ADJ+NOUN	inna	firma
NOUN+VERB	firma	wpłaca
VERB+NOUN	wpłaca	pieniądze
ADJ+NOUN	Podobny	los
NOUN+VERB	los	spotyka
ADJ+NOUN	znanych	przedstawicieli
NOUN+NOUN	przedstawicieli	abstrakcji
NOUN+ADJ	abstrakcji	geometrycznej
ADP+NOUN	na	raka
VERB+PRON	zapisze	mi
ADP+NOUN	do	łóżka
VERB+PRON	przytula	się
VERB+NOUN	odwraca	uwagę
NOUN+NOUN	uwagę	Pana
NOUN+NOUN	Pana	Męża
ADP+NOUN	po	telefon
ADP+NOUN	na	łóżku
VERB+PRON	Przygotuj	się
ADJ+NOUN	licznych	obowiązków
NOUN+NOUN	miłością	numer
NOUN+ADJ	numer	jeden
ADJ+NOUN	ubrane	dziecko
NOUN+VERB	dziecko	pozostawił
ADJ+NOUN	wietrzny	dzień
NOUN+ADJ	kancelarię	prawniczą
NOUN+ADJ	pręt	stalowy
ADP+NOUN	do	odkształcenia
NOUN+NOUN	rozmiarów	pręta
NOUN+ADJ	pręta	ołowianego
VERB+PRON	Rzucił	się
ADP+NOUN	na	mandat
NOUN+NOUN	Rzut	oka
ADJ+NOUN	arabski	tytuł
NOUN+NOUN	tytuł	encyklopedii
ADP+NOUN	do	poznania
NOUN+NOUN	poznania	sekretów
NOUN+NOUN	sekretów	organizacji
ADJ+NOUN	najgroźniejszego	terrorysty
NOUN+NOUN	terrorysty	świata
ADP+NOUN	za	wspieranie
NOUN+NOUN	wspieranie	mudżahedinów
NOUN+ADJ	zamachy	bombowe
ADP+NOUN	na	ambasady
NOUN+ADJ	ambasady	amerykańskie
ADJ+NOUN	1998	roku
NOUN+VERB	parkiecie	można
NOUN+ADJ	piłki	ręcznej
ADP+NOUN	w	nocy
NOUN+VERB	nocy	męczy
VERB+PRON	męczy	się
VERB+PRON	charczy	mu
ADP+NOUN	w	płucach
ADJ+NOUN	nowych	zapisach
ADJ+NOUN	regionalne	kasy
NOUN+NOUN	kasy	chorych
VERB+NOUN	cechuje	przejrzystość
NOUN+NOUN	przejrzystość	struktur
NOUN+ADJ	tereny	objęte
ADP+NOUN	przez	kasy
ADP+NOUN	z	terenami
ADJ+NOUN	nowych	województw
ADJ+NOUN	przeważającej	większości
NOUN+NOUN	większości	lasy
NOUN+ADJ	lasy	sosnowe
NOUN+ADJ	Telewizja	państwowa
ADP+NOUN	z	programu
ADJ+NOUN	rysunkową	wersję
ADJ+NOUN	polskiego	kontrwywiadu
ADJ+NOUN	warszawskiej	giełdzie
ADJ+NOUN	głodnymi	przyległościami
NOUN+VERB	czasami	pokłócić
VERB+NOUN	mówi	pani
NOUN+VERB	ręce	trzęsły
ADP+NOUN	z	niechęcią
ADJ+NOUN	polskiej	historii
ADJ+NOUN	narodowej	dyskusji
NOUN+NOUN	zeznania	taksówkarza
VERB+NOUN	zabrał	oskarżonych
ADP+NOUN	sprzed	Stodoły
NOUN+NOUN	Dar	Młodzieży
NOUN+ADJ	statek	szkolny
NOUN+ADJ	Akademii	Morskiej
ADP+NOUN	za	tydzień
NOUN+VERB	tydzień	wypłynie
ADJ+NOUN	setny	rejs
ADP+NOUN	wśród	federalistów
ADJ+NOUN	pięciohektarowym	gospodarstwie
VERB+NOUN	Zamawiam	śledzia
NOUN+ADJ	zupę	borowikową
ADP+NOUN	na	chwilę
NOUN+NOUN	Agencja	Rynku
NOUN+ADJ	Rynku	Rolnego
ADJ+NOUN	rezerwowych	zasobów
NOUN+NOUN	zasobów	ziarna
