mwe_type	first_word	first_word_id	second_word	second_word_id	mwe	sentence	is_correct	dataset_type	complete_mwe_in_sent	prediction
ADJ+NOUN	zwykłym	7	figurantem	8	zwykłym figurantem	Chodziło o to , aby prezydent był zwykłym figurantem , marionetką .	0	test	1	0
VERB+PRON	odpala	5	się	6	odpala się	Na nasz sygnał , że odpala się fajerwerki przy stacjach paliw , gdzie obowiązuje zakaz palenia papierosów , kpt . Motyka zareagował zdziwieniem i obietnicą , że kolejne wnioski o zgodę na podobne pokazy będą bardziej wnikliwie badane .	0	test	1	1
ADP+NOUN	przy	8	stacjach	9	przy stacjach	Na nasz sygnał , że odpala się fajerwerki przy stacjach paliw , gdzie obowiązuje zakaz palenia papierosów , kpt . Motyka zareagował zdziwieniem i obietnicą , że kolejne wnioski o zgodę na podobne pokazy będą bardziej wnikliwie badane .	0	test	1	0
NOUN+NOUN	stacjach	9	paliw	10	stacjach paliw	Na nasz sygnał , że odpala się fajerwerki przy stacjach paliw , gdzie obowiązuje zakaz palenia papierosów , kpt . Motyka zareagował zdziwieniem i obietnicą , że kolejne wnioski o zgodę na podobne pokazy będą bardziej wnikliwie badane .	0	test	1	0
VERB+NOUN	obowiązuje	13	zakaz	14	obowiązuje zakaz	Na nasz sygnał , że odpala się fajerwerki przy stacjach paliw , gdzie obowiązuje zakaz palenia papierosów , kpt . Motyka zareagował zdziwieniem i obietnicą , że kolejne wnioski o zgodę na podobne pokazy będą bardziej wnikliwie badane .	0	test	1	0
NOUN+NOUN	zakaz	14	palenia	15	zakaz palenia	Na nasz sygnał , że odpala się fajerwerki przy stacjach paliw , gdzie obowiązuje zakaz palenia papierosów , kpt . Motyka zareagował zdziwieniem i obietnicą , że kolejne wnioski o zgodę na podobne pokazy będą bardziej wnikliwie badane .	0	test	1	0
NOUN+NOUN	palenia	15	papierosów	16	palenia papierosów	Na nasz sygnał , że odpala się fajerwerki przy stacjach paliw , gdzie obowiązuje zakaz palenia papierosów , kpt . Motyka zareagował zdziwieniem i obietnicą , że kolejne wnioski o zgodę na podobne pokazy będą bardziej wnikliwie badane .	0	test	1	0
VERB+NOUN	zareagował	21	zdziwieniem	22	zareagował zdziwieniem	Na nasz sygnał , że odpala się fajerwerki przy stacjach paliw , gdzie obowiązuje zakaz palenia papierosów , kpt . Motyka zareagował zdziwieniem i obietnicą , że kolejne wnioski o zgodę na podobne pokazy będą bardziej wnikliwie badane .	0	test	1	0
ADJ+NOUN	kolejne	27	wnioski	28	kolejne wnioski	Na nasz sygnał , że odpala się fajerwerki przy stacjach paliw , gdzie obowiązuje zakaz palenia papierosów , kpt . Motyka zareagował zdziwieniem i obietnicą , że kolejne wnioski o zgodę na podobne pokazy będą bardziej wnikliwie badane .	0	test	1	0
ADP+NOUN	o	29	zgodę	30	o zgodę	Na nasz sygnał , że odpala się fajerwerki przy stacjach paliw , gdzie obowiązuje zakaz palenia papierosów , kpt . Motyka zareagował zdziwieniem i obietnicą , że kolejne wnioski o zgodę na podobne pokazy będą bardziej wnikliwie badane .	0	test	1	0
ADJ+NOUN	podobne	32	pokazy	33	podobne pokazy	Na nasz sygnał , że odpala się fajerwerki przy stacjach paliw , gdzie obowiązuje zakaz palenia papierosów , kpt . Motyka zareagował zdziwieniem i obietnicą , że kolejne wnioski o zgodę na podobne pokazy będą bardziej wnikliwie badane .	0	test	1	0
ADJ+NOUN	pierwsza	2	osada	3	pierwsza osada	Jest to pierwsza osada kultowa w Bułgarii położona w odległości zaledwie 2 kilometrów od pierwszej stolicy państwa , Pliski .	0	test	1	0
NOUN+ADJ	osada	3	kultowa	4	osada kultowa	Jest to pierwsza osada kultowa w Bułgarii położona w odległości zaledwie 2 kilometrów od pierwszej stolicy państwa , Pliski .	0	test	1	0
ADP+NOUN	w	8	odległości	9	w odległości	Jest to pierwsza osada kultowa w Bułgarii położona w odległości zaledwie 2 kilometrów od pierwszej stolicy państwa , Pliski .	0	test	1	0
ADJ+NOUN	pierwszej	14	stolicy	15	pierwszej stolicy	Jest to pierwsza osada kultowa w Bułgarii położona w odległości zaledwie 2 kilometrów od pierwszej stolicy państwa , Pliski .	0	test	1	0
NOUN+NOUN	stolicy	15	państwa	16	stolicy państwa	Jest to pierwsza osada kultowa w Bułgarii położona w odległości zaledwie 2 kilometrów od pierwszej stolicy państwa , Pliski .	0	test	1	0
NOUN+NOUN	Właściciel	0	dyskoteki	1	Właściciel dyskoteki	"Właściciel dyskoteki był pewien , że za sprawą stoją gangsterzy , podawał nawet ich "" ksywki "" ."	0	test	1	0
ADP+NOUN	za	6	sprawą	7	za sprawą	"Właściciel dyskoteki był pewien , że za sprawą stoją gangsterzy , podawał nawet ich "" ksywki "" ."	0	test	1	0
NOUN+VERB	sprawą	7	stoją	8	sprawą stoją	"Właściciel dyskoteki był pewien , że za sprawą stoją gangsterzy , podawał nawet ich "" ksywki "" ."	0	test	1	0
VERB+NOUN	stoją	8	gangsterzy	9	stoją gangsterzy	"Właściciel dyskoteki był pewien , że za sprawą stoją gangsterzy , podawał nawet ich "" ksywki "" ."	0	test	1	0
VERB+NOUN	wystawić	8	fakturę	9	wystawić fakturę	Przypominamy więc , że każda firma ma obowiązek wystawić fakturę VAT nawet wtedy , gdy klient nie jest płatnikiem tego podatku .	0	test	1	0
NOUN+VERB	huta	1	ma	2	huta ma	Teraz huta ma w zapasie 300 tys . ton rudy i nie wykorzystuje wszystkich swoich możliwości produkcyjnych .	0	test	1	0
ADP+NOUN	w	3	zapasie	4	w zapasie	Teraz huta ma w zapasie 300 tys . ton rudy i nie wykorzystuje wszystkich swoich możliwości produkcyjnych .	0	test	1	0
NOUN+NOUN	ton	8	rudy	9	ton rudy	Teraz huta ma w zapasie 300 tys . ton rudy i nie wykorzystuje wszystkich swoich możliwości produkcyjnych .	0	test	1	0
NOUN+ADJ	możliwości	15	produkcyjnych	16	możliwości produkcyjnych	Teraz huta ma w zapasie 300 tys . ton rudy i nie wykorzystuje wszystkich swoich możliwości produkcyjnych .	0	test	1	0
NOUN+VERB	prezydent	3	współdziała	4	prezydent współdziała	To , że prezydent współdziała z rządem i z premierem , nie oznacza jakiejś uległości , ale jest - czy też raczej powinno być - w polityce normą .	0	test	1	0
ADP+NOUN	z	5	rządem	6	z rządem	To , że prezydent współdziała z rządem i z premierem , nie oznacza jakiejś uległości , ale jest - czy też raczej powinno być - w polityce normą .	0	test	1	0
ADP+NOUN	z	8	premierem	9	z premierem	To , że prezydent współdziała z rządem i z premierem , nie oznacza jakiejś uległości , ale jest - czy też raczej powinno być - w polityce normą .	0	test	1	0
ADP+NOUN	w	25	polityce	26	w polityce	To , że prezydent współdziała z rządem i z premierem , nie oznacza jakiejś uległości , ale jest - czy też raczej powinno być - w polityce normą .	0	test	1	0
NOUN+NOUN	polityce	26	normą	27	polityce normą	To , że prezydent współdziała z rządem i z premierem , nie oznacza jakiejś uległości , ale jest - czy też raczej powinno być - w polityce normą .	0	test	1	0
NOUN+VERB	Majster	2	mówił	3	Majster mówił	"( Gdy Majster mówił "" pan Lehmann "" zamiast "" Stary "" zawsze to miało głębsze znaczenie . )"	0	test	1	0
VERB+PRON	ma	4	to	5	ma to	Nieoficjalnie wiadomo , że ma to nastąpić za ok . 4 tygodnie .	0	test	1	0
ADJ+NOUN	Pierwszym	0	wojewodą	1	Pierwszym wojewodą	Pierwszym wojewodą zostaje były naczelnik Zakopanego , Lech Bafia .	0	test	1	0
NOUN+VERB	wojewodą	1	zostaje	2	wojewodą zostaje	Pierwszym wojewodą zostaje były naczelnik Zakopanego , Lech Bafia .	0	test	1	0
ADJ+NOUN	były	3	naczelnik	4	były naczelnik	Pierwszym wojewodą zostaje były naczelnik Zakopanego , Lech Bafia .	0	test	1	0
NOUN+NOUN	Przewodnicząca	0	komisji	1	Przewodnicząca komisji	"Przewodnicząca komisji ustawodawczej Teresa Liszcz ( PC ) powiedziała "" Gazecie "" , że jeśli praca połączonych komisji sprawiedliwości , ustawodawczej , administracji i obrony narodowej będzie przebiegała normalnie , to ostateczny projekt powinien być gotowy za dwa miesiące ."	0	test	1	0
NOUN+ADJ	komisji	1	ustawodawczej	2	komisji ustawodawczej	"Przewodnicząca komisji ustawodawczej Teresa Liszcz ( PC ) powiedziała "" Gazecie "" , że jeśli praca połączonych komisji sprawiedliwości , ustawodawczej , administracji i obrony narodowej będzie przebiegała normalnie , to ostateczny projekt powinien być gotowy za dwa miesiące ."	0	test	1	0
ADJ+NOUN	połączonych	16	komisji	17	połączonych komisji	"Przewodnicząca komisji ustawodawczej Teresa Liszcz ( PC ) powiedziała "" Gazecie "" , że jeśli praca połączonych komisji sprawiedliwości , ustawodawczej , administracji i obrony narodowej będzie przebiegała normalnie , to ostateczny projekt powinien być gotowy za dwa miesiące ."	0	test	1	0
NOUN+NOUN	komisji	17	sprawiedliwości	18	komisji sprawiedliwości	"Przewodnicząca komisji ustawodawczej Teresa Liszcz ( PC ) powiedziała "" Gazecie "" , że jeśli praca połączonych komisji sprawiedliwości , ustawodawczej , administracji i obrony narodowej będzie przebiegała normalnie , to ostateczny projekt powinien być gotowy za dwa miesiące ."	0	test	1	0
NOUN+ADJ	obrony	24	narodowej	25	obrony narodowej	"Przewodnicząca komisji ustawodawczej Teresa Liszcz ( PC ) powiedziała "" Gazecie "" , że jeśli praca połączonych komisji sprawiedliwości , ustawodawczej , administracji i obrony narodowej będzie przebiegała normalnie , to ostateczny projekt powinien być gotowy za dwa miesiące ."	0	test	1	0
ADJ+NOUN	ostateczny	31	projekt	32	ostateczny projekt	"Przewodnicząca komisji ustawodawczej Teresa Liszcz ( PC ) powiedziała "" Gazecie "" , że jeśli praca połączonych komisji sprawiedliwości , ustawodawczej , administracji i obrony narodowej będzie przebiegała normalnie , to ostateczny projekt powinien być gotowy za dwa miesiące ."	0	test	1	0
NOUN+VERB	projekt	32	powinien	33	projekt powinien	"Przewodnicząca komisji ustawodawczej Teresa Liszcz ( PC ) powiedziała "" Gazecie "" , że jeśli praca połączonych komisji sprawiedliwości , ustawodawczej , administracji i obrony narodowej będzie przebiegała normalnie , to ostateczny projekt powinien być gotowy za dwa miesiące ."	0	test	1	0
ADP+NOUN	na	11	południe	12	na południe	Anglicy tego samego ranka , którego spotkali Blumę , wyjechali gdzieś na południe Europy , zanim zdążyła dotrzeć do nich policja , wypytać , czy nie widzieli jakiegoś podejrzanego typa szwendającego się po parku .	0	test	1	0
ADJ+NOUN	podejrzanego	28	typa	29	podejrzanego typa	Anglicy tego samego ranka , którego spotkali Blumę , wyjechali gdzieś na południe Europy , zanim zdążyła dotrzeć do nich policja , wypytać , czy nie widzieli jakiegoś podejrzanego typa szwendającego się po parku .	0	test	1	0
ADP+NOUN	po	32	parku	33	po parku	Anglicy tego samego ranka , którego spotkali Blumę , wyjechali gdzieś na południe Europy , zanim zdążyła dotrzeć do nich policja , wypytać , czy nie widzieli jakiegoś podejrzanego typa szwendającego się po parku .	0	test	1	0
VERB+NOUN	Przepuściwszy	0	informację	1	Przepuściwszy informację	Przepuściwszy informację o pogodzie przez odpowiednią aparaturę i komputery , biometeorolodzy otrzymują dokładne dane , czego powinni się wystrzegać meteoropaci .	0	test	1	0
ADP+NOUN	o	2	pogodzie	3	o pogodzie	Przepuściwszy informację o pogodzie przez odpowiednią aparaturę i komputery , biometeorolodzy otrzymują dokładne dane , czego powinni się wystrzegać meteoropaci .	0	test	1	0
ADJ+NOUN	odpowiednią	5	aparaturę	6	odpowiednią aparaturę	Przepuściwszy informację o pogodzie przez odpowiednią aparaturę i komputery , biometeorolodzy otrzymują dokładne dane , czego powinni się wystrzegać meteoropaci .	0	test	1	0
NOUN+VERB	biometeorolodzy	10	otrzymują	11	biometeorolodzy otrzymują	Przepuściwszy informację o pogodzie przez odpowiednią aparaturę i komputery , biometeorolodzy otrzymują dokładne dane , czego powinni się wystrzegać meteoropaci .	0	test	1	0
ADJ+NOUN	dokładne	12	dane	13	dokładne dane	Przepuściwszy informację o pogodzie przez odpowiednią aparaturę i komputery , biometeorolodzy otrzymują dokładne dane , czego powinni się wystrzegać meteoropaci .	0	test	1	0
NOUN+VERB	arabom	16	wysłał	17	arabom wysłał	Ale jakoś wszyscy mnie tutaj besztają za to i to w taki sposób jakbym jakby m arabom wysłał plany bomby atomowej .	0	test	1	0
VERB+NOUN	wysłał	17	plany	18	wysłał plany	Ale jakoś wszyscy mnie tutaj besztają za to i to w taki sposób jakbym jakby m arabom wysłał plany bomby atomowej .	0	test	1	0
NOUN+NOUN	plany	18	bomby	19	plany bomby	Ale jakoś wszyscy mnie tutaj besztają za to i to w taki sposób jakbym jakby m arabom wysłał plany bomby atomowej .	0	test	1	0
NOUN+ADJ	bomby	19	atomowej	20	bomby atomowej	Ale jakoś wszyscy mnie tutaj besztają za to i to w taki sposób jakbym jakby m arabom wysłał plany bomby atomowej .	0	test	1	0
ADJ+NOUN	Znajomy	0	lutnik	1	Znajomy lutnik	Znajomy lutnik zwierzał mi się kiedyś , że do mniejszych szpar zamiast wstawek używa szpachlu , tak jak w technice meblarskiej .	0	test	1	0
ADJ+NOUN	mniejszych	9	szpar	10	mniejszych szpar	Znajomy lutnik zwierzał mi się kiedyś , że do mniejszych szpar zamiast wstawek używa szpachlu , tak jak w technice meblarskiej .	0	test	1	0
ADP+NOUN	zamiast	11	wstawek	12	zamiast wstawek	Znajomy lutnik zwierzał mi się kiedyś , że do mniejszych szpar zamiast wstawek używa szpachlu , tak jak w technice meblarskiej .	0	test	1	0
NOUN+VERB	wstawek	12	używa	13	wstawek używa	Znajomy lutnik zwierzał mi się kiedyś , że do mniejszych szpar zamiast wstawek używa szpachlu , tak jak w technice meblarskiej .	0	test	1	0
VERB+NOUN	używa	13	szpachlu	14	używa szpachlu	Znajomy lutnik zwierzał mi się kiedyś , że do mniejszych szpar zamiast wstawek używa szpachlu , tak jak w technice meblarskiej .	0	test	1	0
ADP+NOUN	w	18	technice	19	w technice	Znajomy lutnik zwierzał mi się kiedyś , że do mniejszych szpar zamiast wstawek używa szpachlu , tak jak w technice meblarskiej .	0	test	1	0
NOUN+ADJ	technice	19	meblarskiej	20	technice meblarskiej	Znajomy lutnik zwierzał mi się kiedyś , że do mniejszych szpar zamiast wstawek używa szpachlu , tak jak w technice meblarskiej .	0	test	1	0
NOUN+VERB	Ogień	0	zauważyli	1	Ogień zauważyli	Ogień zauważyli mieszkańcy kamienicy w nocy z poniedziałku na wtorek .	0	test	1	0
VERB+NOUN	zauważyli	1	mieszkańcy	2	zauważyli mieszkańcy	Ogień zauważyli mieszkańcy kamienicy w nocy z poniedziałku na wtorek .	0	test	1	0
NOUN+NOUN	mieszkańcy	2	kamienicy	3	mieszkańcy kamienicy	Ogień zauważyli mieszkańcy kamienicy w nocy z poniedziałku na wtorek .	0	test	1	0
ADP+NOUN	w	4	nocy	5	w nocy	Ogień zauważyli mieszkańcy kamienicy w nocy z poniedziałku na wtorek .	0	test	1	0
ADP+NOUN	z	6	poniedziałku	7	z poniedziałku	Ogień zauważyli mieszkańcy kamienicy w nocy z poniedziałku na wtorek .	0	test	1	0
ADP+NOUN	na	8	wtorek	9	na wtorek	Ogień zauważyli mieszkańcy kamienicy w nocy z poniedziałku na wtorek .	0	test	1	0
NOUN+PRON	Projekcje	0	wszystkich	1	Projekcje wszystkich	Projekcje wszystkich będą połączone z dyskusją na tematy warsztatowe , a także nad sytuacją ukraińskiego kina .	0	test	1	0
ADP+NOUN	z	4	dyskusją	5	z dyskusją	Projekcje wszystkich będą połączone z dyskusją na tematy warsztatowe , a także nad sytuacją ukraińskiego kina .	0	test	1	0
ADP+NOUN	na	6	tematy	7	na tematy	Projekcje wszystkich będą połączone z dyskusją na tematy warsztatowe , a także nad sytuacją ukraińskiego kina .	0	test	1	0
NOUN+ADJ	tematy	7	warsztatowe	8	tematy warsztatowe	Projekcje wszystkich będą połączone z dyskusją na tematy warsztatowe , a także nad sytuacją ukraińskiego kina .	0	test	1	0
ADP+NOUN	nad	12	sytuacją	13	nad sytuacją	Projekcje wszystkich będą połączone z dyskusją na tematy warsztatowe , a także nad sytuacją ukraińskiego kina .	0	test	1	0
ADJ+NOUN	ukraińskiego	14	kina	15	ukraińskiego kina	Projekcje wszystkich będą połączone z dyskusją na tematy warsztatowe , a także nad sytuacją ukraińskiego kina .	0	test	1	0
NOUN+ADJ	informacji	7	przekazanej	8	informacji przekazanej	– Z posiadanej przeze mnie wiedzy i informacji przekazanej przez dyrektora OSiR , osoba dzierżawiąca teren pod handel na terenie ośrodka , w zamiarach miała sprzedaż gorącej czekolady oraz grzanego wina dla osób dorosłych – tłumaczy Andrzej Rychłowski , burmistrz Malborka .	0	test	1	0
ADP+NOUN	przez	9	dyrektora	10	przez dyrektora	– Z posiadanej przeze mnie wiedzy i informacji przekazanej przez dyrektora OSiR , osoba dzierżawiąca teren pod handel na terenie ośrodka , w zamiarach miała sprzedaż gorącej czekolady oraz grzanego wina dla osób dorosłych – tłumaczy Andrzej Rychłowski , burmistrz Malborka .	0	test	1	0
NOUN+ADJ	osoba	13	dzierżawiąca	14	osoba dzierżawiąca	– Z posiadanej przeze mnie wiedzy i informacji przekazanej przez dyrektora OSiR , osoba dzierżawiąca teren pod handel na terenie ośrodka , w zamiarach miała sprzedaż gorącej czekolady oraz grzanego wina dla osób dorosłych – tłumaczy Andrzej Rychłowski , burmistrz Malborka .	0	test	1	0
ADJ+NOUN	dzierżawiąca	14	teren	15	dzierżawiąca teren	– Z posiadanej przeze mnie wiedzy i informacji przekazanej przez dyrektora OSiR , osoba dzierżawiąca teren pod handel na terenie ośrodka , w zamiarach miała sprzedaż gorącej czekolady oraz grzanego wina dla osób dorosłych – tłumaczy Andrzej Rychłowski , burmistrz Malborka .	0	test	1	0
ADP+NOUN	pod	16	handel	17	pod handel	– Z posiadanej przeze mnie wiedzy i informacji przekazanej przez dyrektora OSiR , osoba dzierżawiąca teren pod handel na terenie ośrodka , w zamiarach miała sprzedaż gorącej czekolady oraz grzanego wina dla osób dorosłych – tłumaczy Andrzej Rychłowski , burmistrz Malborka .	0	test	1	0
